signal_id,country,county,category,consumer_segment,time_period,observation_count,text,clicks,likes,comments,shares,saves,views,searches,hashtags,mentions,complaints,purchase_intent_phrases,repeated_engagement,ignored_content,delayed_responses,demand_classification,aggregate_demand_score,opportunity_score,emerging_trend_probability,unmet_demand_probability,market_gap,supply_shortage,scalability,competition_intensity,trend_direction
agg-00145,Kenya,Nairobi,clean_energy,budget_seekers,2026-Q2,234,anonymous hashtags show solar kits battery replacement repair support reliable power in Nairobi; budget_seekers are searching and evaluating options; complaints delays and unmet need,193,54,15,27,11,2213,37,6,10,0,6,55,96,0,Unmet demand,0.534,0.5045,0.5545,0.6462,0.6462,0.5754,0.9813,0.6176,stable
agg-00146,Kenya,Nairobi,clean_energy,growth_smes,2026-Q2,69,county-level comments discuss solar kits battery replacement repair support reliable power in Nairobi; growth_smes are searching and evaluating options; complaints delays and unmet need,100,28,7,4,20,1097,31,3,5,0,8,19,50,0,Unmet demand,0.6871,0.6331,0.6831,0.6542,0.6542,0.7214,1.0,0.4876,stable
agg-00147,Kenya,Nairobi,clean_energy,urban_youth,2026-Q2,88,aggregate posts mention solar kits battery replacement repair support reliable power in Nairobi; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,60,32,2,4,4,443,56,8,4,0,13,13,25,0,Moderate demand,0.6916,0.6385,0.6885,0.5645,0.5645,0.6564,1.0,0.4735,stable
agg-00148,Kenya,Nairobi,clean_energy,rural_producers,2026-Q2,270,county-level comments discuss solar kits battery replacement repair support reliable power in Nairobi; rural_producers are ready to buy comparing suppliers; positive discovery and saves,327,119,57,38,51,3012,94,6,7,2,16,79,79,3,Moderate demand,0.5659,0.4384,0.4884,0.3062,0.3062,0.2276,1.0,0.5059,stable
agg-00149,Kenya,Nairobi,digital_services,budget_seekers,2026-Q2,275,aggregate posts mention online payments analytics dashboard mobile onboarding in Nairobi; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,119,49,14,12,13,1504,77,9,14,0,19,30,85,0,Unmet demand,0.6489,0.6661,0.7161,0.8947,0.8947,0.8718,1.0,0.5297,stable
agg-00150,Kenya,Nairobi,digital_services,growth_smes,2026-Q2,235,aggregate posts mention online payments analytics dashboard mobile onboarding in Nairobi; growth_smes are ready to buy comparing suppliers; positive discovery and saves,547,140,87,54,107,2823,176,36,18,2,20,287,51,3,High demand,0.9571,0.6363,0.6863,0.1237,0.1237,0.0908,1.0,0.4805,stable
agg-00151,Kenya,Nairobi,digital_services,urban_youth,2026-Q2,73,anonymous hashtags show online payments analytics dashboard mobile onboarding in Nairobi; urban_youth are searching and evaluating options; positive discovery and saves,94,38,10,5,12,1189,30,2,6,0,6,14,31,0,Moderate demand,0.7147,0.5589,0.6089,0.4173,0.4173,0.4039,1.0,0.6589,stable
agg-00152,Kenya,Nairobi,digital_services,rural_producers,2026-Q2,142,county-level comments discuss online payments analytics dashboard mobile onboarding in Nairobi; rural_producers are searching and evaluating options; complaints delays and unmet need,67,30,3,6,3,798,26,3,7,0,3,21,65,0,Unmet demand,0.5715,0.6473,0.6973,1.0,1.0,1.0,1.0,0.6341,stable
agg-00153,Kenya,Nairobi,retail,budget_seekers,2026-Q2,100,county-level comments discuss fair prices product availability delivery reliability in Nairobi; budget_seekers are searching and evaluating options; complaints delays and unmet need,59,15,8,7,11,533,37,5,7,1,5,9,60,0,Unmet demand,0.5155,0.6541,0.7041,1.0,1.0,0.9504,1.0,0.493,stable
agg-00154,Kenya,Nairobi,retail,growth_smes,2026-Q2,215,anonymous hashtags show fair prices product availability delivery reliability in Nairobi; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,368,102,22,20,63,3147,87,10,20,1,15,123,176,0,Unmet demand,0.6939,0.6219,0.6719,0.6354,0.6354,0.6184,1.0,0.5188,stable
agg-00155,Kenya,Nairobi,retail,urban_youth,2026-Q2,89,aggregate posts mention fair prices product availability delivery reliability in Nairobi; urban_youth are searching and evaluating options; complaints delays and unmet need,49,26,5,2,8,628,35,4,7,0,5,5,22,0,Moderate demand,0.6473,0.5754,0.6254,0.5704,0.5704,0.619,1.0,0.5119,stable
agg-00156,Kenya,Nairobi,retail,rural_producers,2026-Q2,125,county-level comments discuss fair prices product availability delivery reliability in Nairobi; rural_producers are ready to buy comparing suppliers; positive discovery and saves,87,19,9,10,5,846,64,10,5,1,10,8,16,0,Low demand,0.5185,0.4253,0.4753,0.2479,0.2479,0.2818,0.9098,0.4839,stable
agg-00157,Kenya,Nairobi,transport,budget_seekers,2026-Q2,129,aggregate posts mention route reliability parcel tracking last mile access in Nairobi; budget_seekers are searching and evaluating options; complaints delays and unmet need,29,11,4,1,4,909,27,2,6,0,4,7,59,0,Low demand,0.3889,0.5644,0.6144,1.0,1.0,1.0,0.8781,0.5031,stable
agg-00158,Kenya,Nairobi,transport,growth_smes,2026-Q2,310,county-level comments discuss route reliability parcel tracking last mile access in Nairobi; growth_smes are ready to buy comparing suppliers; positive discovery and saves,291,147,26,34,49,4363,76,7,20,0,9,38,77,1,Moderate demand,0.67,0.4829,0.5329,0.3445,0.3445,0.3918,1.0,0.4955,stable
agg-00159,Kenya,Nairobi,transport,urban_youth,2026-Q2,322,anonymous hashtags show route reliability parcel tracking last mile access in Nairobi; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,388,110,52,24,52,3032,194,30,16,2,20,102,128,4,Moderate demand,0.6038,0.5433,0.5933,0.4264,0.4264,0.4707,1.0,0.6275,stable
agg-00160,Kenya,Nairobi,transport,rural_producers,2026-Q2,307,anonymous hashtags show route reliability parcel tracking last mile access in Nairobi; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,152,37,14,6,26,2262,171,37,21,0,20,32,193,0,Unmet demand,0.5456,0.7022,0.7522,1.0,1.0,1.0,0.9836,0.4084,stable
agg-00161,Kenya,Mombasa,agri_inputs,budget_seekers,2026-Q2,313,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Mombasa; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,85,30,7,2,14,2285,65,6,16,1,10,21,127,0,Low demand,0.396,0.5675,0.6175,1.0,1.0,0.9364,0.875,0.4268,stable
agg-00162,Kenya,Mombasa,agri_inputs,growth_smes,2026-Q2,104,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Mombasa; growth_smes are searching and evaluating options; positive discovery and saves,50,27,3,2,3,585,33,3,5,0,4,4,12,0,Moderate demand,0.534,0.4212,0.4712,0.317,0.317,0.4007,1.0,0.5942,stable
agg-00163,Kenya,Mombasa,agri_inputs,urban_youth,2026-Q2,260,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Mombasa; urban_youth are ready to buy comparing suppliers; positive discovery and saves,503,124,73,60,53,3113,175,16,42,12,33,132,84,4,Moderate demand,0.6802,0.5303,0.5803,0.2431,0.2431,0.174,1.0,0.4337,stable
agg-00164,Kenya,Mombasa,agri_inputs,rural_producers,2026-Q2,68,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Mombasa; rural_producers are searching and evaluating options; complaints delays and unmet need,48,11,8,4,6,389,35,3,4,1,6,15,35,0,Unmet demand,0.5653,0.67,0.72,0.9,0.9,0.9841,1.0,0.5056,stable
agg-00165,Kenya,Mombasa,clean_energy,budget_seekers,2026-Q2,170,aggregate posts mention solar kits battery replacement repair support reliable power in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,89,20,9,6,17,1359,40,2,3,2,5,12,28,0,Low demand,0.4379,0.3983,0.4483,0.4286,0.4286,0.4623,1.0,0.4344,stable
agg-00166,Kenya,Mombasa,clean_energy,growth_smes,2026-Q2,154,county-level comments discuss solar kits battery replacement repair support reliable power in Mombasa; growth_smes are searching and evaluating options; complaints delays and unmet need,168,32,28,6,28,1831,56,11,13,3,3,31,93,0,Unmet demand,0.5424,0.559,0.609,0.6857,0.6857,0.724,1.0,0.4617,stable
agg-00167,Kenya,Mombasa,clean_energy,urban_youth,2026-Q2,157,aggregate posts mention solar kits battery replacement repair support reliable power in Mombasa; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,69,17,5,9,6,1083,66,10,7,0,10,20,46,0,Unmet demand,0.5845,0.6521,0.7021,0.8703,0.8703,0.9489,1.0,0.5618,stable
agg-00168,Kenya,Mombasa,clean_energy,rural_producers,2026-Q2,267,anonymous hashtags show solar kits battery replacement repair support reliable power in Mombasa; rural_producers are searching and evaluating options; complaints delays and unmet need,58,12,6,6,12,1389,67,8,9,0,4,6,114,0,Unmet demand,0.4816,0.6164,0.6664,1.0,1.0,0.937,0.98,0.4716,stable
agg-00169,Kenya,Mombasa,digital_services,budget_seekers,2026-Q2,182,aggregate posts mention online payments analytics dashboard mobile onboarding in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,190,101,31,24,18,1717,57,9,4,4,7,50,153,1,Unmet demand,0.4965,0.6347,0.6847,1.0,1.0,1.0,1.0,0.533,stable
agg-00170,Kenya,Mombasa,digital_services,growth_smes,2026-Q2,188,aggregate posts mention online payments analytics dashboard mobile onboarding in Mombasa; growth_smes are searching and evaluating options; positive discovery and saves,148,80,12,8,12,1501,47,4,10,0,3,58,45,0,Moderate demand,0.6423,0.4872,0.5372,0.3937,0.3937,0.4309,1.0,0.5431,stable
agg-00171,Kenya,Mombasa,digital_services,urban_youth,2026-Q2,192,anonymous hashtags show online payments analytics dashboard mobile onboarding in Mombasa; urban_youth are ready to buy comparing suppliers; positive discovery and saves,188,47,24,27,25,1742,53,8,11,1,14,34,49,0,Moderate demand,0.7158,0.5055,0.5555,0.3302,0.3302,0.3252,1.0,0.4211,stable
agg-00172,Kenya,Mombasa,digital_services,rural_producers,2026-Q2,121,anonymous hashtags show online payments analytics dashboard mobile onboarding in Mombasa; rural_producers are searching and evaluating options; complaints delays and unmet need,67,26,3,8,5,697,33,4,6,0,5,19,28,0,Moderate demand,0.5777,0.5168,0.5668,0.56,0.56,0.5482,1.0,0.4845,stable
agg-00173,Kenya,Mombasa,retail,budget_seekers,2026-Q2,329,aggregate posts mention fair prices product availability delivery reliability in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,56,14,7,5,10,1367,76,7,20,0,8,10,47,0,Declining demand,0.3364,0.5431,0.5931,1.0,1.0,0.9225,0.7785,0.5317,stable
agg-00174,Kenya,Mombasa,retail,growth_smes,2026-Q2,251,county-level comments discuss fair prices product availability delivery reliability in Mombasa; growth_smes are ready to buy comparing suppliers; positive discovery and saves,97,37,9,12,12,1070,95,5,26,1,13,14,23,0,Moderate demand,0.5427,0.4364,0.4864,0.317,0.317,0.2649,1.0,0.5473,stable
agg-00175,Kenya,Mombasa,retail,urban_youth,2026-Q2,173,aggregate posts mention fair prices product availability delivery reliability in Mombasa; urban_youth are searching and evaluating options; complaints delays and unmet need,48,10,4,3,2,723,83,15,6,0,3,4,30,0,Unmet demand,0.468,0.5856,0.6356,0.8077,0.8077,0.9202,0.9388,0.5275,stable
agg-00176,Kenya,Mombasa,retail,rural_producers,2026-Q2,216,county-level comments discuss fair prices product availability delivery reliability in Mombasa; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,150,64,8,5,13,1690,95,8,22,1,13,14,150,0,Low demand,0.4314,0.6262,0.6762,1.0,1.0,0.9708,0.8594,0.6164,stable
agg-00177,Kenya,Mombasa,transport,budget_seekers,2026-Q2,219,county-level comments discuss route reliability parcel tracking last mile access in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,65,20,10,1,3,682,66,12,8,0,4,12,79,0,Low demand,0.4395,0.6052,0.6552,1.0,1.0,1.0,0.8408,0.4158,stable
agg-00178,Kenya,Mombasa,transport,growth_smes,2026-Q2,177,aggregate posts mention route reliability parcel tracking last mile access in Mombasa; growth_smes are ready to buy comparing suppliers; positive discovery and saves,456,241,64,44,55,2645,92,16,22,8,20,109,92,3,High demand,0.7272,0.5369,0.5869,0.2773,0.2773,0.2467,1.0,0.3851,stable
agg-00179,Kenya,Mombasa,transport,urban_youth,2026-Q2,184,aggregate posts mention route reliability parcel tracking last mile access in Mombasa; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,89,26,5,6,8,1028,65,10,13,0,12,14,80,0,Unmet demand,0.5905,0.687,0.737,1.0,1.0,0.9254,1.0,0.5151,stable
agg-00180,Kenya,Mombasa,transport,rural_producers,2026-Q2,88,county-level comments discuss route reliability parcel tracking last mile access in Mombasa; rural_producers are searching and evaluating options; complaints delays and unmet need,53,17,8,7,4,656,17,3,1,2,1,10,67,0,Low demand,0.4272,0.5798,0.6298,1.0,1.0,1.0,1.0,0.5826,stable
agg-00181,Kenya,Kisumu,agri_inputs,budget_seekers,2026-Q2,303,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Kisumu; budget_seekers are ready to buy comparing suppliers; positive discovery and saves,149,77,23,16,6,1481,86,4,17,1,14,14,31,0,Low demand,0.4644,0.3625,0.4125,0.2605,0.2605,0.3205,0.8879,0.5377,stable
agg-00182,Kenya,Kisumu,agri_inputs,growth_smes,2026-Q2,320,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Kisumu; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,295,62,26,38,57,2670,80,12,12,4,14,52,154,1,Unmet demand,0.5946,0.5662,0.6162,0.6935,0.6935,0.7178,1.0,0.4076,stable
agg-00183,Kenya,Kisumu,agri_inputs,urban_youth,2026-Q2,210,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Kisumu; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,135,48,7,16,20,1872,77,7,21,0,12,9,214,0,Low demand,0.4459,0.62,0.67,1.0,1.0,1.0,1.0,0.5446,stable
agg-00184,Kenya,Kisumu,agri_inputs,rural_producers,2026-Q2,319,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Kisumu; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,184,34,21,17,12,2643,84,12,10,4,10,23,278,2,Unmet demand,0.4808,0.6182,0.6682,1.0,1.0,0.9788,0.93,0.4607,stable
agg-00185,Kenya,Kisumu,clean_energy,budget_seekers,2026-Q2,219,aggregate posts mention solar kits battery replacement repair support reliable power in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,89,24,6,7,4,2005,74,7,16,1,8,15,103,0,Low demand,0.3853,0.5858,0.6358,1.0,1.0,0.9865,0.8931,0.5746,stable
agg-00186,Kenya,Kisumu,clean_energy,growth_smes,2026-Q2,83,anonymous hashtags show solar kits battery replacement repair support reliable power in Kisumu; growth_smes are searching and evaluating options; positive discovery and saves,181,97,17,20,38,1153,34,2,3,2,7,23,46,0,Moderate demand,0.6695,0.5105,0.5605,0.3394,0.3394,0.3044,1.0,0.4269,stable
agg-00187,Kenya,Kisumu,clean_energy,urban_youth,2026-Q2,262,county-level comments discuss solar kits battery replacement repair support reliable power in Kisumu; urban_youth are searching and evaluating options; complaints delays and unmet need,157,82,26,20,34,1395,85,8,16,5,4,35,52,0,Moderate demand,0.56,0.4755,0.5255,0.4361,0.4361,0.4667,1.0,0.4431,stable
agg-00188,Kenya,Kisumu,clean_energy,rural_producers,2026-Q2,214,anonymous hashtags show solar kits battery replacement repair support reliable power in Kisumu; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,150,63,16,9,16,1199,103,8,22,2,9,32,120,1,Unmet demand,0.5638,0.6973,0.7473,1.0,1.0,1.0,0.9897,0.4245,stable
agg-00189,Kenya,Kisumu,digital_services,budget_seekers,2026-Q2,266,aggregate posts mention online payments analytics dashboard mobile onboarding in Kisumu; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,99,49,15,4,6,1162,100,5,10,2,11,7,62,1,Unmet demand,0.4566,0.5583,0.6083,0.7982,0.7982,0.8574,0.8487,0.5517,stable
agg-00190,Kenya,Kisumu,digital_services,growth_smes,2026-Q2,147,county-level comments discuss online payments analytics dashboard mobile onboarding in Kisumu; growth_smes are ready to buy comparing suppliers; positive discovery and saves,196,77,20,19,12,1597,106,6,7,2,27,65,57,0,High demand,0.7518,0.6207,0.6707,0.3824,0.3824,0.4799,1.0,0.5611,stable
agg-00191,Kenya,Kisumu,digital_services,urban_youth,2026-Q2,314,aggregate posts mention online payments analytics dashboard mobile onboarding in Kisumu; urban_youth are searching and evaluating options; positive discovery and saves,688,292,111,46,110,4068,69,9,6,3,4,225,129,4,High demand,0.7425,0.477,0.527,0.2383,0.2383,0.2569,1.0,0.4275,stable
agg-00192,Kenya,Kisumu,digital_services,rural_producers,2026-Q2,93,aggregate posts mention online payments analytics dashboard mobile onboarding in Kisumu; rural_producers are searching and evaluating options; complaints delays and unmet need,29,13,1,1,1,338,44,3,10,0,5,8,11,0,Low demand,0.5115,0.5052,0.5552,0.5133,0.5133,0.4712,1.0,0.5314,stable
agg-00193,Kenya,Kisumu,retail,budget_seekers,2026-Q2,275,aggregate posts mention fair prices product availability delivery reliability in Kisumu; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,150,76,10,12,32,1531,108,15,20,0,11,27,60,1,Low demand,0.4505,0.4684,0.5184,0.5337,0.5337,0.4836,1.0,0.4816,stable
agg-00194,Kenya,Kisumu,retail,growth_smes,2026-Q2,203,county-level comments discuss fair prices product availability delivery reliability in Kisumu; growth_smes are searching and evaluating options; complaints delays and unmet need,275,102,18,39,17,2559,38,6,6,3,4,71,116,0,Moderate demand,0.5636,0.4976,0.5476,0.5686,0.5686,0.535,1.0,0.5572,stable
agg-00195,Kenya,Kisumu,retail,urban_youth,2026-Q2,184,county-level comments discuss fair prices product availability delivery reliability in Kisumu; urban_youth are searching and evaluating options; complaints delays and unmet need,30,8,4,4,5,760,50,4,4,0,6,3,25,0,Unmet demand,0.511,0.6342,0.6842,1.0,1.0,0.934,1.0,0.583,stable
agg-00196,Kenya,Kisumu,retail,rural_producers,2026-Q2,56,anonymous hashtags show fair prices product availability delivery reliability in Kisumu; rural_producers are searching and evaluating options; complaints delays and unmet need,14,4,1,1,3,198,17,3,1,0,1,1,12,0,Low demand,0.3976,0.5855,0.6355,1.0,1.0,1.0,0.8899,0.427,stable
agg-00197,Kenya,Kisumu,transport,budget_seekers,2026-Q2,160,county-level comments discuss route reliability parcel tracking last mile access in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,36,16,2,4,7,1167,30,4,6,0,4,5,150,0,Low demand,0.3545,0.5439,0.5939,1.0,1.0,1.0,0.8845,0.4979,stable
agg-00198,Kenya,Kisumu,transport,growth_smes,2026-Q2,200,anonymous hashtags show route reliability parcel tracking last mile access in Kisumu; growth_smes are searching and evaluating options; positive discovery and saves,337,145,49,48,39,2496,62,10,7,6,7,76,103,1,Moderate demand,0.6372,0.4973,0.5473,0.399,0.399,0.4393,1.0,0.5712,stable
agg-00199,Kenya,Kisumu,transport,urban_youth,2026-Q2,300,aggregate posts mention route reliability parcel tracking last mile access in Kisumu; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,487,214,27,18,74,3763,107,10,29,3,14,122,322,2,Unmet demand,0.5743,0.6427,0.6927,0.8907,0.8907,0.84,1.0,0.4624,stable
agg-00200,Kenya,Kisumu,transport,rural_producers,2026-Q2,109,aggregate posts mention route reliability parcel tracking last mile access in Kisumu; rural_producers are searching and evaluating options; complaints delays and unmet need,79,20,3,5,14,941,21,1,3,0,3,20,96,0,Unmet demand,0.4772,0.6037,0.6537,1.0,1.0,0.9819,0.9049,0.5262,stable
agg-00201,Kenya,Nakuru,agri_inputs,budget_seekers,2026-Q2,73,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Nakuru; budget_seekers are searching and evaluating options; complaints delays and unmet need,11,4,1,1,1,289,18,1,4,0,1,1,12,0,Low demand,0.3769,0.5653,0.6153,1.0,1.0,1.0,0.8613,0.3943,stable
agg-00202,Kenya,Nakuru,agri_inputs,growth_smes,2026-Q2,305,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Nakuru; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,168,38,15,6,11,3561,126,10,28,0,24,18,197,0,Unmet demand,0.5136,0.6609,0.7109,1.0,1.0,0.9925,1.0,0.4502,stable
agg-00203,Kenya,Nakuru,agri_inputs,urban_youth,2026-Q2,63,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Nakuru; urban_youth are searching and evaluating options; complaints delays and unmet need,27,6,2,2,4,282,11,1,2,0,0,3,18,0,Unmet demand,0.5385,0.5854,0.6354,0.869,0.869,0.857,1.0,0.403,stable
agg-00204,Kenya,Nakuru,agri_inputs,rural_producers,2026-Q2,289,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Nakuru; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,68,21,9,5,3,1010,119,14,31,0,15,7,33,0,Low demand,0.4091,0.4745,0.5245,0.6,0.6,0.6747,0.7461,0.3809,stable
agg-00205,Kenya,Nakuru,clean_energy,budget_seekers,2026-Q2,119,county-level comments discuss solar kits battery replacement repair support reliable power in Nakuru; budget_seekers are searching and evaluating options; complaints delays and unmet need,36,13,6,3,3,578,30,1,5,1,1,2,52,0,Low demand,0.3854,0.5704,0.6204,1.0,1.0,0.9486,0.8849,0.4227,stable
agg-00206,Kenya,Nakuru,clean_energy,growth_smes,2026-Q2,86,anonymous hashtags show solar kits battery replacement repair support reliable power in Nakuru; growth_smes are searching and evaluating options; complaints delays and unmet need,97,20,7,6,20,752,29,3,5,1,2,19,55,0,Unmet demand,0.5464,0.5793,0.6293,0.7538,0.7538,0.6796,1.0,0.542,stable
agg-00207,Kenya,Nakuru,clean_energy,urban_youth,2026-Q2,322,anonymous hashtags show solar kits battery replacement repair support reliable power in Nakuru; urban_youth are searching and evaluating options; complaints delays and unmet need,56,16,8,4,6,1340,137,23,21,1,8,8,79,0,Unmet demand,0.5024,0.6577,0.7077,1.0,1.0,1.0,1.0,0.4143,stable
agg-00208,Kenya,Nakuru,clean_energy,rural_producers,2026-Q2,126,county-level comments discuss solar kits battery replacement repair support reliable power in Nakuru; rural_producers are searching and evaluating options; complaints delays and unmet need,65,21,9,5,6,1271,38,6,6,0,2,8,47,0,Low demand,0.4425,0.569,0.619,0.8892,0.8892,0.8918,0.8524,0.507,stable
agg-00209,Kenya,Nakuru,digital_services,budget_seekers,2026-Q2,301,aggregate posts mention online payments analytics dashboard mobile onboarding in Nakuru; budget_seekers are searching and evaluating options; positive discovery and saves,169,54,17,13,21,1600,103,21,21,3,8,24,49,0,Moderate demand,0.5566,0.4618,0.5118,0.3914,0.3914,0.4281,1.0,0.4165,stable
agg-00210,Kenya,Nakuru,digital_services,growth_smes,2026-Q2,189,anonymous hashtags show online payments analytics dashboard mobile onboarding in Nakuru; growth_smes are searching and evaluating options; positive discovery and saves,71,30,3,7,6,1271,79,9,9,0,7,21,12,0,Moderate demand,0.7084,0.4925,0.5425,0.227,0.227,0.3342,1.0,0.5932,stable
agg-00211,Kenya,Nakuru,digital_services,urban_youth,2026-Q2,53,county-level comments discuss online payments analytics dashboard mobile onboarding in Nakuru; urban_youth are searching and evaluating options; complaints delays and unmet need,32,13,5,1,1,419,19,1,1,0,1,5,14,0,Moderate demand,0.5395,0.5036,0.5536,0.5297,0.5297,0.615,1.0,0.4299,stable
agg-00212,Kenya,Nakuru,digital_services,rural_producers,2026-Q2,80,county-level comments discuss online payments analytics dashboard mobile onboarding in Nakuru; rural_producers are searching and evaluating options; complaints delays and unmet need,99,27,4,5,8,662,14,0,2,0,1,30,41,0,Moderate demand,0.6211,0.5191,0.5691,0.5573,0.5573,0.4964,1.0,0.4365,stable
agg-00213,Kenya,Nakuru,retail,budget_seekers,2026-Q2,217,aggregate posts mention fair prices product availability delivery reliability in Nakuru; budget_seekers are searching and evaluating options; complaints delays and unmet need,81,40,11,3,4,1072,40,6,4,2,1,13,64,0,Low demand,0.3452,0.5389,0.5889,1.0,1.0,0.9649,0.8199,0.5971,stable
agg-00214,Kenya,Nakuru,retail,growth_smes,2026-Q2,226,county-level comments discuss fair prices product availability delivery reliability in Nakuru; growth_smes are ready to buy comparing suppliers; positive discovery and saves,141,25,24,11,24,1285,140,20,17,0,11,25,40,1,Moderate demand,0.6294,0.5319,0.5819,0.3479,0.3479,0.2893,1.0,0.521,stable
agg-00215,Kenya,Nakuru,retail,urban_youth,2026-Q2,277,aggregate posts mention fair prices product availability delivery reliability in Nakuru; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,87,29,5,10,19,1367,117,7,8,0,18,9,137,0,Unmet demand,0.454,0.6339,0.6839,1.0,1.0,0.9325,1.0,0.5494,stable
agg-00216,Kenya,Nakuru,retail,rural_producers,2026-Q2,192,anonymous hashtags show fair prices product availability delivery reliability in Nakuru; rural_producers are searching and evaluating options; complaints delays and unmet need,71,13,3,6,15,1612,52,2,5,0,5,7,44,0,Low demand,0.3481,0.4989,0.5489,0.8324,0.8324,0.7883,0.9345,0.5428,stable
agg-00217,Kenya,Nakuru,transport,budget_seekers,2026-Q2,310,aggregate posts mention route reliability parcel tracking last mile access in Nakuru; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,281,95,28,18,33,2571,144,8,18,6,18,57,198,2,Unmet demand,0.4692,0.6261,0.6761,0.9333,0.9333,0.8633,0.9597,0.5961,stable
agg-00218,Kenya,Nakuru,transport,growth_smes,2026-Q2,280,aggregate posts mention route reliability parcel tracking last mile access in Nakuru; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,88,35,13,5,15,1145,129,21,18,2,15,8,71,0,Unmet demand,0.553,0.6884,0.7384,1.0,1.0,1.0,1.0,0.5993,stable
agg-00219,Kenya,Nakuru,transport,urban_youth,2026-Q2,170,aggregate posts mention route reliability parcel tracking last mile access in Nakuru; urban_youth are searching and evaluating options; positive discovery and saves,93,20,5,13,10,814,63,8,10,0,4,12,18,0,Low demand,0.4953,0.3919,0.4419,0.2571,0.2571,0.2274,1.0,0.5798,stable
agg-00220,Kenya,Nakuru,transport,rural_producers,2026-Q2,166,county-level comments discuss route reliability parcel tracking last mile access in Nakuru; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,69,25,7,4,9,714,67,6,14,1,11,15,60,0,Unmet demand,0.489,0.6474,0.6974,1.0,1.0,1.0,0.9355,0.572,stable
agg-00221,Kenya,Machakos,agri_inputs,budget_seekers,2026-Q2,239,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Machakos; budget_seekers are searching and evaluating options; complaints delays and unmet need,110,47,9,12,8,1417,70,13,14,1,7,18,166,0,Low demand,0.3668,0.5688,0.6188,1.0,1.0,1.0,0.826,0.4954,stable
agg-00222,Kenya,Machakos,agri_inputs,growth_smes,2026-Q2,109,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Machakos; growth_smes are searching and evaluating options; complaints delays and unmet need,40,17,1,2,2,480,20,3,2,0,0,6,41,0,Unmet demand,0.4807,0.6038,0.6538,1.0,1.0,0.9715,1.0,0.4199,stable
agg-00223,Kenya,Machakos,agri_inputs,urban_youth,2026-Q2,203,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Machakos; urban_youth are searching and evaluating options; complaints delays and unmet need,132,71,9,13,10,1885,47,2,10,0,7,39,193,0,Unmet demand,0.4927,0.6182,0.6682,1.0,1.0,1.0,1.0,0.4999,stable
agg-00224,Kenya,Machakos,agri_inputs,rural_producers,2026-Q2,240,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Machakos; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,90,24,11,3,5,1383,81,6,13,2,11,12,192,1,Low demand,0.3932,0.5895,0.6395,1.0,1.0,1.0,0.8047,0.3802,stable
